GICS_SUB
Peripherals
Outsourced Services
Energy Traders
Health Insurance
Casualty Insurance
Infrastructure
Equipment
Custody Banks
Direct Marketing Retail
Gas Exploration
Defense
Glass Containers
Electronics Retail
Vintners
Services
Gas Equipment
Meats
Heavy Trucks
Data
Cruise Lines
Agricultural Chemicals
Logistics
Satellite
Super Centers
Consulting Services
Gas
Gaming
Farm Machinery
Entertainment
Brokerage
Resort REITs
Engineering
Instruments
Gas Storage
Gas Refining
Luxury Goods
Specialties
Employment Services
Facilities Services
Distributors
Production
Transportation
Marketing
Health Care Equipment
Airlines
Automotive Retail
Technology Hardware
Pharmaceuticals
Health Care Distributors
Reinsurance
Application Software
Semiconductors
Agricultural Products
Data Processing
Multi-Utilities
Electric Utilities
Independent Power Producers
Life
Property
Multi-line Insurance
Insurance Brokers
Internet Services
Specialty Chemicals
Health Care Supplies
Building Products
Semiconductor Equipment
Electrical Components
Biotechnology
Asset Management
Specialized REITs
Internet
Communications Equipment
Oil
Industrial Gases
Electronic Components
Auto Parts
Office REITs
Gas Utilities
Interactive Home Entertainment
Residential REITs
Paper Packaging
Water Utilities
Consumer Finance
Specialty Stores
Aerospace
Diversified Banks
Metal
Computer
Distillers
Life Sciences Tools
Multi-Sector Holdings
Packaged Foods
Construction Machinery
Financial Exchanges
Real Estate Services
Hotels
Technology Distributors
Fertilizers
Regional Banks
Household Products
Air Freight
Cable
Managed Health Care
Restaurants
Industrial Machinery
Hypermarkets
Diversified Support Services
Research
Railroads
Health Care Services
Integrated Oil
Casinos
Agricultural
General Merchandise Stores
Homebuilding
Movies
Health Care Facilities
Personal Products
Diversified Chemicals
Automobile Manufacturers
Copper
Retail REITs
Systems Software
Industrial Conglomerates
Interactive Media
Consumer Electronics
Investment Banking
Leisure Products
Home Improvement Retail
Hotel
Advertising
Construction
Trucking
Soft Drinks
Electronic Equipment
Food Retail
Alternative Carriers
Home Furnishings
Construction Materials
Tobacco
Gold
Apparel
Steel
Housewares
Publishing
Health Care REITs
Industrial REITs
Human Resource
Environmental
Apparel Retail
Food Distributors
Integrated Telecommunication Services
Brewers
Electronic Manufacturing Services
Wireless Telecommunication Services
Trading Companies
Drug Retail
Broadcasting
Household Appliances
Storage
Resorts
Accessories
