ticker,P1056:Q11456:P1056,P1056:Q11460:P1056,P1056:Q12140:P1056,P1056:Q12725:P1056,P1056:Q133215:P1056,P1056:Q147538:P1056,P1056:Q14864997:P1056,P1056:Q1546066:P1056,P1056:Q1548025:P1056,P1056:Q155972:P1056,P1056:Q1586573:P1056,P1056:Q161380:P1056,P1056:Q161928:P1056,P1056:Q16338:P1056,P1056:Q171947:P1056,P1056:Q17517:P1056,P1056:Q1814021:P1056,P1056:Q182076:P1056,P1056:Q182656:P1056,P1056:Q183484:P1056,P1056:Q184452:P1056,P1056:Q188507:P1056,P1056:Q209588:P1056,P1056:Q212920:P1056,P1056:Q216916:P1056,P1056:Q22645:P1056,P1056:Q22656:P1056,P1056:Q2638043:P1056,P1056:Q27686:P1056,P1056:Q319845:P1056,P1056:Q334911:P1056,P1056:Q3966:P1056,P1056:Q40858:P1056,P1056:Q43015:P1056,P1056:Q43183:P1056,P1056:Q43193:P1056,P1056:Q44127:P1056,P1056:Q487343:P1056,P1056:Q5297:P1056,P1056:Q5318:P1056,P1056:Q581105:P1056,P1056:Q6554101:P1056,P1056:Q671224:P1056,P1056:Q738621:P1056,P1056:Q7397:P1056,P1056:Q768186:P1056,P1056:Q768267:P1056,P1056:Q7889:P1056,P1056:Q79529:P1056,P1056:Q80831:P1056,P1056:Q83323:P1056,P1056:Q837171:P1056,P1056:Q873442:P1056,P1056:Q875157:P1056,P1056:Q180846:P31,P1056:Q22687:P31,P1056:Q319845:P31,P1056:Q3966:P31,P1056:Q483639:P31,P1056:Q7397:P31,P1056:Q873442:P31,P1056:Q11650:P452,P1056:Q1301371:P452,P1056:Q1546066:P452,P1056:Q16766413:P452,P1056:Q209588:P452,P1056:Q22656:P452,P1056:Q22687:P452,P1056:Q334911:P452,P1056:Q3510521:P452,P1056:Q3966:P452,P1056:Q401404:P452,P1056:Q4290:P452,P1056:Q43015:P452,P1056:Q43183:P452,P1056:Q483639:P452,P1056:Q581105:P452,P1056:Q626608:P452,P1056:Q6554101:P452,P1056:Q66221:P452,P1056:Q7397:P452,P1056:Q765633:P452,P1056:Q81799:P452,P1056:Q837171:P452,P1056:Q873442:P452,P112:Q323682:P112,P112:Q364220:P112,P112:Q380467:P112,P112:Q7519033:P112,P112:Q5284:P127,P112:Q92759:P127,P112:Q6499202:P749,P113:Q14295:P113,P113:Q319654:P113,P113:Q8685:P113,P113:Q8731:P113,P114:Q8787:P114,P121:Q6387:P1056,P121:Q6394:P1056,P121:Q6401:P1056,P121:Q6409:P1056,P121:Q6418:P1056,P121:Q6423:P1056,P121:Q6425:P1056,P121:Q6428:P1056,P121:Q1084919:P121,P121:Q139289:P121,P121:Q207400:P121,P121:Q2355950:P121,P121:Q6387:P121,P121:Q6401:P121,P121:Q6418:P121,P121:Q6423:P121,P121:Q6425:P121,P121:Q6428:P121,P121:Q6475:P121,P127:Q1196231:P127,P127:Q1411292:P127,P127:Q1516562:P127,P127:Q201653:P127,P127:Q2037125:P127,P127:Q217583:P127,P127:Q219635:P127,P127:Q22032185:P127,P127:Q2557807:P127,P127:Q3511946:P127,P127:Q505275:P127,P127:Q5284:P127,P127:Q54173:P127,P127:Q55662775:P127,P127:Q7603552:P127,P127:Q849363:P127,P127:Q85750542:P127,P127:Q92759:P127,P127:Q970695:P127,P127:Q970769:P127,P131:Q1223:P159,P131:Q1297:P159,P131:Q16557:P159,P131:Q16559:P159,P131:Q16563:P159,P131:Q30:P159,P131:Q60:P159,P1344:Q1107563:P1344,P1344:Q62562301:P1344,P1454:Q114794942:P1454,P1454:Q134161:P1454,P1454:Q149789:P1454,P1454:Q166280:P1454,P1454:Q167037:P1454,P1454:Q33685:P1454,P1454:Q422069:P1454,P1454:Q5225895:P1454,P1454:Q57655560:P1454,P1454:Q654502:P1454,P1454:Q6832945:P1454,P1454:Q697852:P1454,P1454:Q783794:P1454,P1454:Q88537331:P1454,P1454:Q891723:P1454,P1454:Q909695:P1454,P1454:Q98897593:P1454,P155:Q1476277:P155,P155:Q2843047:P155,P155:Q6772977:P155,P155:Q113112349:P355,P155:Q1476277:P355,P155:Q18643654:P355,P155:Q191715:P355,P155:Q2843047:P355,P155:Q82059:P355,P159:Q100:P159,P159:Q107126:P159,P159:Q1204:P159,P159:Q12439:P159,P159:Q1267489:P159,P159:Q1297:P159,P159:Q1342:P159,P159:Q1345:P159,P159:Q1375280:P159,P159:Q138367:P159,P159:Q1527:P159,P159:Q159260:P159,P159:Q16552:P159,P159:Q16553:P159,P159:Q16554:P159,P159:Q16555:P159,P159:Q16556:P159,P159:Q16557:P159,P159:Q16558:P159,P159:Q16559:P159,P159:Q16563:P159,P159:Q16565:P159,P159:Q16567:P159,P159:Q16739:P159,P159:Q169943:P159,P159:Q174224:P159,P159:Q1761:P159,P159:Q18383:P159,P159:Q189471:P159,P159:Q208447:P159,P159:Q208459:P159,P159:Q214164:P159,P159:Q23556:P159,P159:Q23768:P159,P159:Q27:P159,P159:Q287895:P159,P159:Q28848:P159,P159:Q3130:P159,P159:Q338720:P159,P159:Q34863:P159,P159:Q36091:P159,P159:Q37320:P159,P159:Q37836:P159,P159:Q38022:P159,P159:Q408744:P159,P159:Q43196:P159,P159:Q43199:P159,P159:Q43421:P159,P159:Q43668:P159,P159:Q44989:P159,P159:Q47265:P159,P159:Q485716:P159,P159:Q486860:P159,P159:Q49111:P159,P159:Q49169:P159,P159:Q49190:P159,P159:Q49202:P159,P159:Q49219:P159,P159:Q49238:P159,P159:Q5083:P159,P159:Q51690:P159,P159:Q54189:P159,P159:Q54217:P159,P159:Q575355:P159,P159:Q584451:P159,P159:Q60:P159,P159:Q605472:P159,P159:Q61:P159,P159:Q62:P159,P159:Q6346:P159,P159:Q642275:P159,P159:Q65:P159,P159:Q771:P159,P159:Q79867:P159,P159:Q84:P159,P159:Q8652:P159,P159:Q963138:P159,P159:Q975:P159,P159:Q988691:P159,P166:Q110530811:P166,P166:Q2586695:P166,P166:Q5300150:P166,P166:Q7618013:P166,P166:Q92429087:P166,P166:Q937629:P166,P169:Q5284:P127,P169:Q18386868:P169,P169:Q267074:P169,P169:Q55174:P169,P169:Q1065665:P3320,P169:Q1289900:P3320,P169:Q1392181:P3320,P169:Q16148720:P3320,P169:Q16193174:P3320,P169:Q16193601:P3320,P169:Q16727786:P3320,P169:Q18153753:P3320,P169:Q18207172:P3320,P169:Q18386868:P3320,P169:Q18619565:P3320,P169:Q18630871:P3320,P169:Q18634617:P3320,P169:Q18748951:P3320,P169:Q1900344:P3320,P169:Q21551443:P3320,P169:Q22279080:P3320,P169:Q23303128:P3320,P169:Q25141716:P3320,P169:Q2622748:P3320,P169:Q264913:P3320,P169:Q265852:P3320,P169:Q267074:P3320,P169:Q2745626:P3320,P169:Q27735066:P3320,P169:Q27839505:P3320,P169:Q28922190:P3320,P169:Q348874:P3320,P169:Q4117176:P3320,P169:Q4953889:P3320,P169:Q4970379:P3320,P169:Q49971:P3320,P169:Q51841506:P3320,P169:Q5188669:P3320,P169:Q5214356:P3320,P169:Q5232041:P3320,P169:Q5257725:P3320,P169:Q532423:P3320,P169:Q5483294:P3320,P169:Q5517112:P3320,P169:Q55174:P3320,P169:Q55196710:P3320,P169:Q5590777:P3320,P169:Q5982101:P3320,P169:Q60445729:P3320,P169:Q6128032:P3320,P169:Q6779013:P3320,P169:Q6832018:P3320,P169:Q73426541:P3320,P169:Q7436228:P3320,P169:Q7609568:P3320,P169:Q7615193:P3320,P169:Q7791054:P3320,P169:Q83780224:P3320,P17:Q27:P159,P17:Q30:P159,P1830:Q192314:P127,P1830:Q219635:P127,P1830:Q3295867:P127,P1830:Q334204:P127,P1830:Q54173:P127,P1830:Q58024:P127,P1830:Q9396:P127,P1830:Q1236833:P1830,P1830:Q1541150:P1830,P1830:Q156238:P1830,P1830:Q1656230:P1830,P1830:Q206921:P1830,P1830:Q2283:P1830,P1830:Q312:P1830,P1830:Q3295867:P1830,P1830:Q329953:P1830,P1830:Q333718:P1830,P1830:Q334204:P1830,P1830:Q368181:P1830,P1830:Q37156:P1830,P1830:Q38076:P1830,P1830:Q459965:P1830,P1830:Q483551:P1830,P1830:Q487907:P1830,P1830:Q54173:P1830,P1830:Q5476820:P1830,P1830:Q66:P1830,P1830:Q7414:P1830,P1830:Q741707:P1830,P1830:Q744149:P1830,P1830:Q907311:P1830,P1830:Q908662:P1830,P1830:Q327634:P749,P1830:Q334800:P749,P1830:Q58024:P749,P1830:Q9396:P749,P31:Q11371:P452,P31:Q1341478:P452,P31:Q18388277:P452,P31:Q1916382:P452,P31:Q1934969:P452,P31:Q2089936:P452,P31:Q22687:P452,P31:Q261428:P452,P31:Q3966:P452,P31:Q4830453:P452,P31:Q483639:P452,P31:Q507619:P452,P31:Q697852:P452,P31:Q7397:P452,P31:Q762548:P452,P31:Q778575:P452,P31:Q873442:P452,P31:Q946499:P452,P3320:Q5284:P127,P3320:Q918630:P127,P3320:Q92747:P127,P3320:Q92759:P127,P355:Q219635:P127,P355:Q7603552:P127,P355:Q1746945:P1830,P355:Q246125:P1830,P355:Q2660350:P1830,P355:Q2816491:P1830,P355:Q2866017:P1830,P355:Q668737:P1830,P355:Q11506786:P355,P355:Q1253020:P355,P355:Q1746945:P355,P355:Q18643654:P355,P355:Q2277744:P355,P355:Q246125:P355,P355:Q2660350:P355,P355:Q2816491:P355,P355:Q2866017:P355,P355:Q4947674:P355,P355:Q82610:P355,P361:Q1230458:P361,P361:Q1546793:P361,P361:Q155718:P361,P361:Q180816:P361,P361:Q1969854:P361,P361:Q242345:P361,P361:Q30748112:P361,P361:Q466496:P361,P361:Q47492123:P361,P361:Q4905444:P361,P361:Q507306:P361,P361:Q688712:P361,P361:Q773026:P361,P361:Q874430:P361,P361:Q981010:P361,P400:Q22645:P1056,P400:Q8076:P1056,P400:Q842729:P1056,P414:Q82059:P361,P452:Q697852:P1454,P452:Q778575:P1454,P452:Q11650:P176,P452:Q101333:P452,P452:Q1056396:P452,P452:Q107601756:P452,P452:Q11033:P452,P452:Q11416:P452,P452:Q11451:P452,P452:Q11650:P452,P452:Q11661:P452,P452:Q11828862:P452,P452:Q1187656:P452,P452:Q12303494:P452,P452:Q126793:P452,P452:Q12752882:P452,P452:Q1318054:P452,P452:Q1326624:P452,P452:Q1326885:P452,P452:Q1341478:P452,P452:Q1416657:P452,P452:Q1481411:P452,P452:Q1495452:P452,P452:Q15067276:P452,P452:Q1519843:P452,P452:Q1540863:P452,P452:Q1660132:P452,P452:Q1666934:P452,P452:Q16955053:P452,P452:Q1751445:P452,P452:Q1757562:P452,P452:Q177777:P452,P452:Q180388:P452,P452:Q1875606:P452,P452:Q187939:P452,P452:Q190117:P452,P452:Q1951366:P452,P452:Q19595701:P452,P452:Q207652:P452,P452:Q2151621:P452,P452:Q220695:P452,P452:Q22687:P452,P452:Q23700345:P452,P452:Q2518196:P452,P452:Q25245117:P452,P452:Q261428:P452,P452:Q29584334:P452,P452:Q2986369:P452,P452:Q31207:P452,P452:Q3246832:P452,P452:Q3477363:P452,P452:Q3565868:P452,P452:Q381233:P452,P452:Q383973:P452,P452:Q385378:P452,P452:Q392933:P452,P452:Q3966:P452,P452:Q401404:P452,P452:Q418:P452,P452:Q43183:P452,P452:Q44497:P452,P452:Q474200:P452,P452:Q484847:P452,P452:Q4899370:P452,P452:Q49389:P452,P452:Q507443:P452,P452:Q507619:P452,P452:Q540912:P452,P452:Q56598901:P452,P452:Q581105:P452,P452:Q5892272:P452,P452:Q61515:P452,P452:Q63383285:P452,P452:Q638608:P452,P452:Q6554101:P452,P452:Q6608318:P452,P452:Q66221:P452,P452:Q697852:P452,P452:Q7108:P452,P452:Q7397:P452,P452:Q75:P452,P452:Q7590:P452,P452:Q778575:P452,P452:Q806718:P452,P452:Q811530:P452,P452:Q8148:P452,P452:Q837171:P452,P452:Q862571:P452,P452:Q868404:P452,P452:Q873442:P452,P452:Q880371:P452,P452:Q907703:P452,P452:Q9323634:P452,P452:Q941594:P452,P463:Q4905444:P361,P463:Q1008895:P463,P463:Q105272307:P463,P463:Q111164948:P463,P463:Q1203027:P463,P463:Q1361045:P463,P463:Q1454899:P463,P463:Q15614763:P463,P463:Q15731702:P463,P463:Q1663561:P463,P463:Q1663567:P463,P463:Q16725802:P463,P463:Q16848217:P463,P463:Q16974387:P463,P463:Q19787650:P463,P463:Q20714602:P463,P463:Q20947086:P463,P463:Q2513750:P463,P463:Q28444691:P463,P463:Q2934750:P463,P463:Q2985457:P463,P463:Q3616482:P463,P463:Q37033:P463,P463:Q38620786:P463,P463:Q463681:P463,P463:Q492705:P463,P463:Q537395:P463,P463:Q55524865:P463,P463:Q60535625:P463,P463:Q616953:P463,P463:Q63256596:P463,P463:Q67904121:P463,P463:Q7389502:P463,P463:Q75097496:P463,P463:Q79100838:P463,P463:Q80653810:P463,P463:Q80655185:P463,P463:Q80656429:P463,P463:Q852297:P463,P463:Q858851:P463,P6379:Q1192305:P6379,P6379:Q1809071:P6379,P6379:Q188740:P6379,P6379:Q674449:P6379,P6379:Q98893863:P6379,P6379:Q99349561:P6379,P6379:Q99349995:P6379,P740:Q100:P159,P740:Q12439:P159,P740:Q1297:P159,P740:Q1342:P159,P740:Q138367:P159,P740:Q1531184:P159,P740:Q159260:P159,P740:Q16552:P159,P740:Q16553:P159,P740:Q16554:P159,P740:Q16555:P159,P740:Q16557:P159,P740:Q16558:P159,P740:Q16565:P159,P740:Q208447:P159,P740:Q208459:P159,P740:Q23556:P159,P740:Q23768:P159,P740:Q28848:P159,P740:Q30:P159,P740:Q30985:P159,P740:Q36091:P159,P740:Q37320:P159,P740:Q37836:P159,P740:Q40435:P159,P740:Q43199:P159,P740:Q43421:P159,P740:Q47265:P159,P740:Q49111:P159,P740:Q49169:P159,P740:Q5083:P159,P740:Q584451:P159,P740:Q60:P159,P740:Q62:P159,P740:Q65:P159,P740:Q84:P159,P740:Q8652:P159,P740:Q936768:P159,P740:Q30:P495,P740:Q12439:P740,P740:Q1297:P740,P740:Q16557:P740,P740:Q23556:P740,P740:Q36091:P740,P740:Q37320:P740,P740:Q47265:P740,P740:Q5083:P740,P740:Q60:P740,P740:Q62:P740,P749:Q1516562:P127,P749:Q217583:P127,P793:Q1186164:P793
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAPL,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ABBV,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
